symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
DCF,"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc. Common Stock",N,N,,,,,,,United States,,8.298787,,32800,7.09,7.15,32800,0.6,7839,107883952.0,45591,7.19,7.46,9.79,,,0.0851,3200.0,7.44,,,,,20021.0,0.46,,,7.15,0.05
DCI,"Donaldson Company, Inc. Common Stock",N,N,,55431,Industrials,14100.0,Minneapolis,MN,United States,Specialty Industrial Machinery,48.899704,0.017262638,444957,48.66,48.59,444957,0.84,10288,6095783424.0,641793,47.96,48.63,58.32,22.7891,1.71,0.0177,800.0,49.05,2.243,2.11,,7.374,2248399.0,4.41,126214951.0,6222146560.0,48.59,0.21
DCOM,"Dime Community Bancshares, Inc. - Common Stock",Q,N,N,11201,Financial Services,421.0,Brooklyn,NY,United States,Banks—Regional,17.494265,0.035065748,184200,15.97,15.81,184200,0.56,7002,529552672.0,223456,15.81,16.23,22.5,11.954886,3.03,0.0385,800.0,16.24,11.133,1.33,,16.927,626293.0,2.92,28440286.0,1576801024.0,15.81,0.14
DCOMP,"Dime Community Bancshares, Inc. - 5.50% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,11201,Financial Services,421.0,Brooklyn,NY,United States,Banks—Regional,22.446926,,4428,21.65,21.8,4428,1.52,5298,,11867,21.51,21.8,26.0,,,0.0699,1400.0,21.8,12.969,,,,,,28440286.0,1836914432.0,21.8,0.38
DCP,"DCP Midstream,  LP Common Units ",N,N,,80202,Energy,,Denver,CO,United States,Oil & Gas Midstream,15.673088,0.2433155,1358614,11.22,10.81,1358614,1.56,111169,2304129792.0,3187275,10.8487,11.07,31.82,10.7378645,11.63,0.139,1100.0,11.1,1.223,1.03,,24.615,7668770.0,2.97,90933930.0,8456222720.0,10.81,0.39
DDF,"Delaware Investments Dividend & Income Fund, Inc. Common Stock",N,N,,19103-7094,Financial Services,,Philadelphia,PA,United States,Asset Management,12.208456,0.12299887,47785,8.87,8.72,47785,0.89,5433,68550712.0,45541,8.8701,9.0,16.65,,,0.1031,2900.0,8.9401,19.668,,,10.989,6288.0,0.07,,98958376.0,8.72,0.074
DE,Deere & Company Common Stock,N,N,,61265,Industrials,73489.0,Moline,IL,United States,Farm & Heavy Construction Machinery,156.06279,0.019822638,2381871,153.36,152.0,2381871,3.04,177060,48212799488.0,2266354,152.13,153.91,181.99,17.792824,2.18,0.0198,1200.0,156.22,2.186,8.64,,38.027,4992716.0,2.73,281351637.0,84994940928.0,152.0,0.76
DEA,"Easterly Government Properties, Inc. Common Stock",N,N,,20037,Real Estate,37.0,Washington,DC,United States,REIT—Office,24.329853,0.04126984,779785,25.2,25.66,779785,1.04,33126,1945522560.0,958819,25.345,25.67,29.695,143.88889,4.42,0.041199997,1200.0,25.9,13.333,0.18,,13.999,4781379.0,5.58,74662202.0,3057676544.0,25.66,0.26
DEI,"Douglas Emmett, Inc. Common Stock",N,N,,90401,Real Estate,713.0,Santa Monica,CA,United States,REIT—Office,37.35625,0.035631806,1719842,30.31,30.92,1719842,1.12,161516,5310355456.0,1569259,29.9,30.16,45.59,86.51429,2.59,0.0374,800.0,30.655,11.82,0.35,,14.493,2514112.0,1.72,168007387.0,11460230144.0,30.92,0.28
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,N,N,,19103-7094,Financial Services,,Philadelphia,PA,United States,Asset Management,9.18228,,55042,8.05,7.95,55042,0.86,9878,97257936.0,84440,8.0999,8.2,10.84,,9.01,0.1078,1000.0,8.0999,,,,,14496.0,0.24,,,7.95,0.071
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,N,N,,91101,Financial Services,,Pasadena,CA,United States,Asset Management,24.785,,77728,25.1,25.24,77728,1.81,3327,482667872.0,136745,25.18,25.25,28.2,,7.67,0.0726,1000.0,25.18,,,,,186181.0,1.54,,,25.24,0.151
DFS,Discover Financial Services Common Stock,N,N,,60015,Financial Services,17200.0,Riverwoods,IL,United States,Credit Services,62.936985,0.03467742,5106914,49.6,47.27,5106914,1.76,1383818,15259915264.0,5625419,48.89,49.68,92.98,7.858044,2.05,0.0355,1100.0,50.73,4.042,6.34,,29.716,7547486.0,1.28,304297569.0,29727168512.0,47.27,0.44
DG,Dollar General Corporation Common Stock,N,N,,37072,Consumer Defensive,143000.0,Goodlettsville,TN,United States,Discount Stores,161.16,0.006837607,2305657,187.2,180.6,2305657,1.44,661651,46666092544.0,2831229,185.25,188.71,188.83,22.30048,1.05,0.0077,1300.0,188.83,2.014,8.32,,26.604,3045896.0,1.13,250903314.0,55888531456.0,180.6,0.36
DGICA,"Donegal Group, Inc. - Class A Common Stock",Q,N,N,17547,Financial Services,,Marietta,PA,United States,Insurance—Property & Casualty,14.381397,0.034228187,42942,14.9,14.96,42942,0.6,2258,422600608.0,52670,14.94,14.96,16.19,11.5,3.71,0.0414,800.0,14.95,0.478,1.3,,15.916,64233.0,0.98,13799783.0,374034336.0,14.96,0.15
DGX,Quest Diagnostics Incorporated Common Stock,N,N,,07094,Healthcare,47000.0,Secaucus,NJ,United States,Diagnostics & Research,103.46198,0.018608274,1355428,115.54,112.15,1355428,2.24,67939,15496195072.0,2268458,115.415,116.35,125.0,16.274578,1.95,0.0194,1300.0,117.37,2.531,7.12,,42.216,5583672.0,2.32,133031067.0,19377385472.0,112.15,0.56
DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,Q,N,N,02458,Real Estate,,Newton,MA,United States,REIT—Healthcare Facilities,5.3940706,,1886514,3.22,3.53,1886514,0.46,728493,882800832.0,2389227,3.39,3.49,43400.0,,9.82,0.1433,1100.0,3.72,3.61,,,,5330905.0,2.36,237489306.0,4391407616.0,3.53,0.01
DHF,BNY Mellon High Yield Strategies Fund Common Stock,N,N,,10166,Financial Services,,New York,NY,United States,Asset Management,2.7777207,0.106719375,1429328,2.53,2.49,1429328,0.26,92392,185404624.0,1178972,2.55,2.57,3.18,,9.69,0.104499996,27000.0,2.5615,11.031,,,3.346,93361.0,0.11,,283800224.0,2.49,0.022
DHI,"D.R. Horton, Inc. Common Stock",N,N,,76011,Consumer Cyclical,8916.0,Arlington,TX,United States,Residential Construction,50.299046,0.011048784,4715900,58.83,57.72,4715900,0.7,556111,21157910528.0,5760308,57.89,58.78,62.54,12.904655,1.11,0.0119,800.0,59.84,1.151,4.51,,28.767,6083056.0,1.09,328943552.0,21256239104.0,57.72,0.175
DHY,Credit Suisse High Yield Bond Fund Common Stock,A,N,,10010-3629,Financial Services,,New York,NY,United States,Asset Management,2.2190442,0.1185567,3513200,1.94,1.94,3513200,0.2,800443,201828304.0,2391748,1.93,1.95,2.59,,10.5,0.1037,21500.0,1.98,10.502,,,2.537,190005.0,0.07,,285053664.0,1.94,0.017
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,15.685736,0.0862573,96400,13.68,13.55,96400,1.18,9732,499681184.0,184716,13.697,13.79,18.41,,6.86,0.0872,900.0,13.7583,30.217,,,18.196,18956.0,0.12,,479692704.0,13.55,0.295
DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",N,N,,37027,Energy,,Brentwood,TN,United States,Oil & Gas Midstream,23.68522,0.14161617,131914,24.75,24.9,131914,3.56,9358,713276544.0,306240,24.151,24.48,33.69,7.5514016,9.39,0.1461,1100.0,24.71,2.531,3.21,,-1.414,158444.0,0.34,8288904.0,1505850880.0,24.9,0.89
DLB,Dolby Laboratories Common Stock,N,N,,94103,Communication Services,2193.0,San Francisco,CA,United States,Entertainment,63.698235,0.013877551,544957,61.25,61.38,544957,0.88,17679,6125100032.0,501882,60.795,61.01,73.2,16.490515,1.06,0.0145000005,800.0,61.33,4.044,3.69,,23.489,574927.0,1.24,63907165.0,5033518080.0,61.38,0.22
DLR,"Digital Realty Trust, Inc. Common Stock",N,N,,94111,Real Estate,1550.0,San Francisco,CA,United States,REIT—Office,129.08705,0.03129486,2106771,139.32,140.0,2106771,4.48,140239,37700657152.0,3826238,139.42,140.81,158.36,84.64458,3.66,0.0322,1100.0,140.99,17.488,1.66,,57.003,12684789.0,4.86,267247836.0,54877249536.0,140.0,1.12
DLX,Deluxe Corporation Common Stock,N,N,,55126-2966,Communication Services,6739.0,Shoreview,MN,United States,Advertising Agencies,37.850735,0.04459309,531957,26.91,25.25,531957,1.2,18901,1108540032.0,527767,26.34,26.49,54.15,5.3106213,2.16,0.0519,800.0,27.2799,0.966,4.99,,11.369,2381582.0,5.26,41313838.0,1928709248.0,25.25,0.3
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock",N,N,,10166,Financial Services,,New York,NY,United States,Asset Management,13.581544,,64900,12.65,12.68,64900,0.64,473,233154768.0,107282,12.68,12.7,15.13,,5.28,0.0502,1000.0,12.68,,,,,31820.0,0.34,,,12.68,0.053
DMF,BNY Mellon Municipal Income Inc. Common Stock,A,N,,10166,Financial Services,,New York,NY,United States,Asset Management,8.677573,0.04900817,59900,8.57,8.65,59900,0.42,24497,177399680.0,80908,8.525,8.74,9.8,,5.31,0.0497,800.0,8.74,22.387,,,9.357,20485.0,0.26,,291616128.0,8.65,0.035
DMLP,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,75219,Energy,,Dallas,TX,United States,Oil & Gas E&P,14.796177,0.15163666,73171,12.22,12.17,73171,1.91,10370,419067264.0,124620,11.85,12.03,21.46,,8.57,0.1597,1000.0,12.453,5.176,,,3.088,119326.0,1.1,31566917.0,373726240.0,12.17,0.478
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,N,N,,10018,Financial Services,,New York,NY,United States,Asset Management,17.67044,,63042,13.16,13.1,63042,1.53,4483,139360768.0,107493,13.2012,13.35,22.59,,11.8,0.1166,800.0,13.251,,,,,16941.0,0.19,,,13.1,0.14
DNP,"DNP Select Income Fund, Inc. Common Stock",N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,11.74603,0.06998654,423114,11.145,11.09,423114,0.78,139207,3369259776.0,801587,10.86,11.08,13.22,,7.24,0.0721,1300.0,11.14,32.414,,,10.497,545245.0,1.04,,4114171648.0,11.09,0.065
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,N,N,,53202,Real Estate,77.0,Milwaukee,WI,United States,REIT—Healthcare Facilities,17.598087,0.051714446,10314385,17.79,17.84,10314385,0.92,281636,3573140736.0,3670619,17.53,17.57,20.78,53.45454,5.19,0.0517,3100.0,17.92,11.599,0.33,,12.861,5045177.0,2.58,201005120.0,4838370816.0,17.84,0.23
DOV,Dover Corporation Common Stock,N,N,,60515,Industrials,24000.0,Downers Grove,IL,United States,Specialty Industrial Machinery,102.58728,0.020148791,803300,96.78,97.14,803300,1.96,84719,13947025408.0,1242641,95.8889,95.92,120.26,17.332737,2.21,0.0202,900.0,98.44,2.296,5.59,,20.707,1785109.0,1.48,143022868.0,16230343680.0,97.14,0.49
DOW,Dow Inc. Common Stock ,N,N,,48674,Basic Materials,36500.0,Midland,MI,United States,Chemicals,42.95265,0.07157464,5525542,39.12,39.95,5525542,2.8,777743,28777398272.0,8574380,38.35,38.61,56.25,15.539999,,0.0722,1300.0,39.6847,1.015,2.5,,17.423,16819425.0,2.15,739804899.0,42361290752.0,39.95,0.7
DOX,Amdocs Limited - Ordinary Shares,Q,N,N,63017,Technology,25000.0,Chesterfield,MO,United States,Software—Infrastructure,66.16757,0.018756937,793300,63.07,63.22,793300,1.31,58059,8477583360.0,1098012,62.52,63.7,77.29,13.229687,1.42,0.0207,900.0,63.75,2.018,4.8,,26.489,2701956.0,2.46,133439925.0,8362619904.0,63.22,0.328
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,13.031323,,122785,10.67,10.57,122785,1.4,17905,411348704.0,213677,10.7284,10.78,16.06,,9.23,0.1328,1300.0,10.845,,,,,5474.0,0.03,,,10.57,0.35
DPZ,Domino's Pizza Inc Common Stock,N,N,,48105,Consumer Cyclical,13100.0,Ann Arbor,MI,United States,Restaurants,318.72678,0.007300051,803742,373.97,363.72,803742,3.12,47409,14503548928.0,1116579,370.765,374.12,387.85,31.23547,0.9,0.0087,900.0,375.96,5.082,11.87,,-86.891,1217481.0,1.29,36818920.0,18578804736.0,363.72,0.78
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,N,N,,90071,Financial Services,,Los Angeles,CA,United States,Asset Management,17.169926,,532157,13.99,13.46,532157,1.8,51593,1429719296.0,998067,13.95,14.03,21.14,,,0.1346,1000.0,14.0765,,,,,204430.0,0.23,,,13.46,0.15
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock",N,N,,10166,Financial Services,,New York,NY,United States,Asset Management,7.652868,0.058865245,108642,7.05,7.0,108642,0.36,21788,349405056.0,188191,7.029,7.08,8.74,,5.85,0.0517,1800.0,7.08,21.061,,,8.297,17468.0,0.1,,578460736.0,7.0,0.03
DSWL,"Deswell Industries, Inc. - Common Shares",Q,N,N,,Technology,1203.0,Macau,,Macau,Electronic Components,2.582059,0.060240965,14685,2.49,2.47,14685,0.15,4260,39310544.0,10472,2.47,2.49,3.09,,5.97,0.056799997,1100.0,2.49,-0.006,,,5.288,29490.0,3.54,5785030.0,-421188.0,2.47,0.08
DTE,DTE Energy Company Common Stock,N,N,,48226-1279,Utilities,10700.0,Detroit,MI,United States,Utilities—Regulated Electric,115.68964,0.036713615,1213785,106.5,108.45,1213785,4.05,97397,20863731712.0,1791750,107.47,108.19,135.67,15.342776,3.17,0.038,1300.0,108.5,3.106,7.06,,61.377,3787549.0,2.77,191261673.0,37817880576.0,108.45,1.013
DTF,"DTF Tax-Free Income, Inc. Common Stock",N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,14.369558,0.030064423,6757,13.97,13.9581,6757,0.48,392,118932504.0,11495,13.9581,13.95,15.58,,4.6,0.0344,800.0,13.9581,25.301,,,15.75,1991.0,0.3,,180002512.0,13.9581,0.04
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc. Common Stock",N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,9.059191,0.04575163,38085,9.18,9.2,38085,0.6,1667,252907232.0,74551,9.1984,9.22,9.49,,5.93,0.0656,900.0,9.1984,26.417,,,9.577,12112.0,0.1,,347110720.0,9.2,0.05
DXC,DXC Technology Company Common Stock ,N,N,,22102,Technology,130000.0,Tysons,VA,United States,Information Technology Services,25.944265,0.04751131,4344571,17.68,17.6,4344571,0.84,724539,4247289344.0,5505090,16.48,16.79,57.23,3.2504854,1.52,0.0475,2200.0,17.65,0.637,5.15,,34.517,11730419.0,2.32,252079052.0,12761168896.0,17.6,0.21
E,ENI S.p.A. Common Stock,N,N,,00144,Energy,32053.0,Rome,RM,Italy,Oil & Gas Integrated,24.872427,0.051371705,398757,18.59,18.68,398757,1.87,16333,33241425920.0,522146,18.5415,18.6,33.52,5.404348,6.13,0.1005,1000.0,18.7,,3.45,,32.522,1522562.0,4.14,1221080500.0,33777987584.0,18.68,0.934
EAF,GrafTech International Ltd. Common Stock,N,N,,44131,Industrials,1346.0,Brooklyn Heights,OH,United States,Electrical Equipment & Parts,9.8232355,0.046448085,1142400,7.32,7.32,1142400,0.04,54631,1883612032.0,2003550,7.05,7.2,14.84,2.962185,,0.0058,1200.0,7.36,2.222,2.38,,-2.547,12698308.0,8.46,67903457.0,3632452608.0,7.32,0.01
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,N,N,,06870,Real Estate,,Old Greenwich,CT,United States,REIT—Mortgage,9.689779,0.11510792,111742,9.73,9.84,111742,1.12,14105,120116096.0,106503,9.68,9.76,11.88,10.833334,13.37,0.1161,800.0,9.765,-51.308,0.9,,11.342,208999.0,1.96,8029679.0,1177817088.0,9.84,0.28
EBAY,eBay Inc. - Common Stock,Q,N,N,95125,Consumer Cyclical,13300.0,San Jose,CA,United States,Internet Retail,36.024853,0.013137032,9740100,44.15,44.14,9740100,0.64,1152386,31030302720.0,13962451,44.1,44.39,44.585,13.103858,,0.0148,1100.0,44.585,3.188,3.37,,3.018,20601719.0,1.5,665172819.0,34305964032.0,44.14,0.16
EBF,"Ennis, Inc. Common Stock",N,N,,76065,Industrials,2505.0,Midlothian,TX,United States,Business Equipment & Supplies,19.532795,0.04817987,160814,18.68,18.96,160814,0.9,21128,488049440.0,175845,18.68,18.82,22.21,12.142858,4.09,0.049000002,800.0,18.9,0.941,1.54,,11.357,1968627.0,13.6,23196275.0,412525824.0,18.96,0.225
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",Q,N,N,59601,Financial Services,279.0,Helena,MT,United States,Banks—Regional,19.057573,0.021122847,24057,17.99,18.17,24057,0.38,2802,120591888.0,23154,17.685,18.16,22.98,9.06923,2.07,0.0221,1000.0,18.475,3.251,1.95,,19.686,24564.0,1.47,5886678.0,213431904.0,18.17,0.095
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),N,N,,20091-005,Utilities,12975.0,Rio de Janeiro,RJ,Brazil,Utilities—Regulated Electric,6.985368,,851185,5.48,5.4,851185,0.23,161800,8423789056.0,1063841,5.36,5.38,11.69,,,0.0456,1400.0,5.42,,,,8.429,1826722.0,1.84,713204613.0,6197277184.0,5.4,0.020337
EBSB,"Meridian Bancorp, Inc. - Common Stock",Q,N,N,01960,Financial Services,464.0,Peabody,MA,United States,Banks—Regional,15.843897,0.02483444,155642,12.08,12.33,155642,0.32,8791,630921280.0,214530,11.83,12.15,20.86,13.839081,,0.0286,800.0,12.33,4.619,0.87,,14.358,582578.0,3.44,48192417.0,862440448.0,12.33,0.08
EBTC,Enterprise Bancorp Inc - Common Stock,Q,N,N,01852,Financial Services,538.0,Lowell,MA,United States,Banks—Regional,28.407059,0.027777776,14114,23.58,24.24,14114,0.7,1069,289218496.0,19314,23.33,24.96,34.75,,1.87,0.030199999,900.0,24.46,2.442,,,25.877,28944.0,1.7,8521731.0,309206592.0,24.24,0.175
EC,Ecopetrol S.A. American Depositary Shares,N,N,,,Energy,15157.0,Bogota,,Colombia,Oil & Gas Integrated,15.4425,0.0027829313,1261785,10.78,10.89,1261785,0.89,118021,21100115968.0,1537400,10.54,10.57,20.96,8.966102,,0.083500005,800.0,10.91,,1.18,,8.82,7201955.0,3.55,234056785.0,22017990656.0,10.89,0.887793
ECC,Eagle Point Credit Company Inc. Common Stock,N,N,,06830,Financial Services,,Greenwich,CT,United States,Asset Management,11.496463,0.32786885,402028,7.32,7.51,402028,0.96,32014,222302736.0,462943,7.35,7.47,19.41,6.8451376,,0.1488,1000.0,7.51,4.738,1.09,,10.592,1057927.0,2.09,,314762368.0,7.51,0.08
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,N,N,,06830,Financial Services,,Greenwich,CT,United States,Asset Management,24.36836,0.101052634,9928,23.75,24.15,9928,1.94,509,394200448.0,9209,24.15,24.0,30.01,,,0.085,900.0,24.15,12.193,,,10.592,,,,810097984.0,24.15,0.161
ECF,Ellsworth Growth and Income Fund Ltd.,A,N,,10580-1422,Financial Services,,Rye,NY,United States,Asset Management,10.631397,0.0450782,50971,10.87,10.95,50971,0.52,2174,143143280.0,65562,10.84,10.91,12.37,,5.31,0.0479,1300.0,10.95,38.89,,,11.418,47212.0,0.6,,164810432.0,10.95,0.13
ECL,Ecolab Inc. Common Stock,N,N,,55102-2233,Basic Materials,50000.0,Saint Paul,MN,United States,Specialty Chemicals,186.87949,0.00897034,4240414,207.35,210.02,4240414,1.88,300068,59613204480.0,2149429,205.34,206.9,211.24,34.355,1.09,0.0091,1100.0,210.39,4.266,6.0,,30.505,3584662.0,2.18,287515706.0,63910838272.0,210.02,0.47
ECT,ECA Marcellus Trust I Common Units of Beneficial Interest,N,N,,77002,Energy,,Houston,TX,United States,Oil & Gas Integrated,0.55441177,0.17342342,184614,0.444,0.4641,184614,0.08,8433,8170480.0,80454,0.44,0.4644,1.86,0.51566666,18.67,0.15630001,900.0,0.4641,3.532,0.9,,1.01,71029.0,1.51,,10385832.0,0.4641,0.019
ED,"Consolidated Edison, Inc. Common Stock",N,N,,10003,Utilities,14890.0,New York,NY,United States,Utilities—Regulated Electric,85.052864,0.041894734,1762000,71.25,72.27,1762000,3.06,243916,24426199040.0,2868904,72.2537,72.6,95.1,15.997811,3.56,0.0429,1200.0,73.1999,3.849,4.57,,54.674,4470094.0,1.96,333570820.0,47321690112.0,72.27,0.765
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",N,N,,10036,Financial Services,,New York,NY,United States,Asset Management,6.2218385,,195814,5.63,5.71,195814,0.48,28656,375733600.0,362290,5.69,5.69,7.18,,9.64,0.0857,2900.0,5.69,,,,,28467.0,0.09,,,5.71,0.12
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,N,N,,10019,Financial Services,,New York,NY,United States,Asset Management,10.655073,,124671,7.16,7.06,124671,0.96,28818,117442328.0,228129,7.06,7.18,14.48,,15.98,0.1371,900.0,7.195,,,,,525356.0,2.18,,,7.06,0.08
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,N,N,,10019,Financial Services,,New York,NY,United States,Asset Management,9.738529,,39100,7.47,7.38,39100,0.96,5265,72303704.0,120879,7.31,7.43,13.13,,,0.1362,800.0,7.405,,,,,132454.0,1.05,,,7.38,0.08
EDUC,Educational Development Corporation - Common Stock,Q,N,N,74146,Communication Services,178.0,Tulsa,OK,United States,Publishing,5.5233088,0.030864198,30500,6.48,6.94,30500,0.24,3123,58376968.0,16998,6.865,6.9,8.26,,,0.0381,900.0,6.95,0.494,,,3.506,15417.0,1.39,5821962.0,57494620.0,6.94,0.05
EE,El Paso Electric Company Common Stock,N,N,,79901,Utilities,1100.0,El Paso,TX,United States,Utilities—Regulated Electric,67.78059,0.022630418,473800,68.05,68.16,473800,1.54,44059,2771517184.0,729217,67.945,67.96,74.44,22.65,2.53,0.0226,1300.0,68.14,5.148,3.0,,28.512,1425183.0,2.01,40442404.0,4355878912.0,68.16,0.385
EEA,"The European Equity Fund, Inc. Common Stock",N,N,,60329,Financial Services,,Frankfurt am Main,,Germany,Asset Management,8.494338,0.064943254,38471,7.93,8.02,38471,0.15,218,60525580.0,32759,8.02,8.1,9.75,,1.14,0.019299999,1100.0,8.02,27.651,,,10.727,7880.0,0.29,,60689660.0,8.02,0.124
EFC,Ellington Financial Inc. Common Stock ,N,N,,06870,Financial Services,,Old Greenwich,CT,United States,Mortgage Finance,14.457059,0.16132075,525085,10.6,10.6,525085,0.96,56020,464552896.0,1280803,10.38,10.6,19.12,8.769504,12.19,0.089899994,900.0,10.66,-71.385,1.21,,15.152,1279111.0,0.75,41675861.0,3308903936.0,10.6,0.08
EFF,Eaton vance Floating-Rate Income Plus Fund Common Shares of Beneficial Interest,N,N,,02110,Financial Services,,Boston,MA,United States,Asset Management,14.430221,,25357,13.2,13.31,25357,0.71,551,101241456.0,27866,13.31,13.47,16.17,,6.51,0.054,1400.0,13.31,,,,,26195.0,1.16,,,13.31,0.059
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,N,N,,02110,,,Boston,MA,United States,,8.629346,,40185,7.94,8.01,40185,0.44,294,189168176.0,97903,8.01,8.0,9.753,,,0.055999998,1100.0,8.01,,,,,17826.0,0.17,,,8.01,0.037
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,N,N,,02110,Financial Services,,Boston,MA,United States,Asset Management,12.075515,0.08153846,149357,11.05,11.07,149357,0.78,9461,409753088.0,312659,11.0592,11.09,13.89,-52.95238,6.68,0.0714,1300.0,11.12,13.2,-0.21,,14.511,,,,673845120.0,11.07,0.065
